address,restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dishes_liked,cuisines,approx_cost_for_two_people
"4, 19th Main Road, 6th Cross, Kodihalli, Old Airport Road, Bangalore",Srinidhi Sagar,Yes,No,3.9,164,080 25219337,Old Airport Road,Quick Bites,"Masala Dosa, Rava Dosa, Rava Idli, Filter Coffee, Vada, Kesari Bath, Veg Sandwich","South Indian, North Indian, Chinese",250
"4, 39/1, St Mary's Building, 2nd Stage, Indiranagar, Bangalore",Healthie,Yes,No,3.9,194,"080 49595676
+91 9986507832",Indiranagar,Delivery,"Chicken Salad, Chicken Grill, Salads, Palak Chicken, Chicken Sandwich","Healthy Food, Beverages",600
"22, NR Colony, BDA Main Road, Near Salarapuria Splender Apartment, Murgaspalya, Old Airport Road, Bangalore",Andhra Ruchulu,Yes,No,4.0,51,080 43741913,Old Airport Road,Quick Bites,Biryani,"Andhra, North Indian",400
"6th Floor, OYO Townhouse 035, 80 Feet Road, Indiranagar, Bangalore",Mota Bawarchi,Yes,No,3.8,57,+91 9380109284,Indiranagar,"Takeaway, Delivery","Phirni, Panneer Butter Masala, Gulab Jamun, Roti, Murgh Angara, Chicken Biryani, Paneer Angara","North Indian, Fast Food",500
"473, 10th Main, Jeevanbhimanagar, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Lassi Shop,Yes,No,4.0,215,"+91 7349535552
+91 9535066411",Jeevan Bhima Nagar,Beverage Shop,"Faluda, Mango Lassi, Fruit Lassi, Sweet Lassi","Beverages, Juices, Ice Cream",100
"Srinivasan Towers, ESI Hospital Road, Off Double Road, Indiranagar, Bangalore",Suryawanshi,Yes,No,4.1,453,+91 9036528709,Indiranagar,Casual Dining,"Thali, Misal Pav, Pandhra Rassa, Roti, Chicken Kolhapuri, Tamda Rassa, Kadhi","Seafood, Maharashtrian",700
"M 22, 10th Main, 1st Floor, Jeevan Bhima Nagar, Bangalore",Delicacy,Yes,No,3.9,652,"080 25299333
080 42005566",Jeevan Bhima Nagar,Casual Dining,"Noodles, Momos, Fish, Paneer Satay, Sweet Corn Soup, Basil Chicken, Lime Soda","Chinese, Thai, Momos",500
"Site 39, 80 Feet Road, HAL 3rd Stage, Indiranagar, Bangalore, Indiranagar, Bangalore",The Waffles Hut,Yes,No,4.0,42,+91 8042023987,Indiranagar,Dessert Parlor,"Belgian Waffles, Belgium Chocolate",Desserts,400
"66/1, Bagmane Tech Park, CV Raman Nagar, Bangalore",Subway,Yes,No,3.6,108,080 40951122,CV Raman Nagar,Quick Bites,Sandwich,"Healthy Food, Sandwich, Salad",500
"46, 9th Main, 80 Feet Road, HAL 3rd Stage, Indiranagar, Bangalore",Just Khao Suey,Yes,No,4.0,183,+91 9606097395,Indiranagar,Casual Dining,"Noodles, Burmese Khao Suey, Chocolate Mousse, Coconut Souffle, Veg Momos, Chicken Khao Suey, Noodle Soup",Burmese,600
"1, Maruti Sankeema, New Main Road, Thippasandra, Bangalore",Faasos,Yes,No,4.1,112,+91 7700020020,Thippasandra,Quick Bites,"Chicken Wrap, Rolls, Chicken Overload, Falafel, Paratha, Paneer Wrap, Veggie Wrap","North Indian, Biryani, Fast Food",500
"7, Anjaneya Complex, Kodihalli, Old Airport Road, Bangalore",Anand Sweets and Savouries,Yes,No,4.0,262,080 41256466,Old Airport Road,Sweet Shop,"Chaat, Rasmalai, Mysore Pak, Rasgulla, Dahipuri, Jalebi, Chole","Mithai, Fast Food",400
"303, 5th Main, 100 Feet Road, Indiranagar, Bangalore",Annabell,Yes,No,4.0,269,"+91 7760800004
+91 9886142684",Indiranagar,"Quick Bites, Beverage Shop","Burgers, Sandwiches, Pizza, Beef Burger, French Fries, Chicken Bbq Burger, Lamb Burger","Fast Food, Burger, Beverages",800
"971, 5th Cross, 12th Main, HAL II Stage, Indiranagar, Bangalore",Salt Mango Tree,Yes,Yes,4.2,255,"+91 9686365602
+91 9886037106",Indiranagar,Casual Dining,"Appam, Kerala Parotta, Buttermilk, Biryani, Chicken Fry, Fish Curry, Beef Fry",Kerala,800
"607, Ground Floor, 12th Main, Hal 2nd Stage, Indiranagar, Bangalore",Burma Burma,Yes,No,4.7,1674,"080 43008120
080 43008130",Indiranagar,Casual Dining,"Samosa Soup, Khau Suey, Khao Suey, Salads, Crispy Corn, Avocado Ice Cream, Mocktails","Asian, Burmese","1,500"
"949, Ground Floor, HAL 2nd Stage, 12th Main, 100 feet Road, Indiranagar, Bangalore",Keventers,Yes,No,4.0,571,"091 9446233155
091 8095577222",Indiranagar,"Beverage Shop, Dessert Parlor","Thick Shakes, Choco Chip Shake, Choco Hazelnut, Chocolate Hazelnut Shake, Oreo Shake, Kit Kat Shake, Butterscotch Shake","Beverages, Desserts, Ice Cream",400
"474, Ground Floor, 10th Main, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Mani's Dum Biryani,Yes,No,4.0,690,080 60001600,Jeevan Bhima Nagar,Casual Dining,"Raita, Vegetable Biryani, Mutton Biryani, Chicken Kebab Biryani, Paneer Biryani, Chicken Biryani Combo, Lemon Chicken","Biryani, Andhra",750
"712, 6th Cross, 5th Main, Off 80 Feet Road, Indiranagar, Bangalore",Crunch Pizzas - Express Delivery,Yes,No,3.0,239,"+91 8310664961
+91 9663305078",Indiranagar,Delivery,"Pizza, Pepperoni",Pizza,500
"16, Opposite Bank of India, Jeevan Bhima Nagar Main Road, Bangalore",Snacks Joint,Yes,No,3.7,186,+91 8861496927,Jeevan Bhima Nagar,Quick Bites,"Samosa, Poha, Chaat, Ginger Tea, Chhole Bhature, Chole, Aloo Tikki",Fast Food,150
"1675, Ground Floor, 4th Cross, 9th Main, HAL 3rd Stage, Thippasandra, Bangalore",Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Yes,No,4.4,593,"+91 9901428604
+91 7760253076",Thippasandra,Quick Bites,"Sandwiches, Sandwich, French Fries, Creme Caramel, Onion Rings, Potato Fries","Fast Food, Sandwich",800
"610, Diagonally Opposite SBI Bank, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Monkey Bar,Yes,No,4.3,3888,080 49653039,Indiranagar,Pub,"Cocktails, Burgers, Nachos, Sandwiches, Butterfly Chicken, Pizza, Dabeli","American, Asian, European, North Indian","1,400"
"17, HAL 3rd Stage, Kodihalli, Jeevan Bhima Nagar, Bangalore",Thunder Fried Chicken,Yes,No,3.6,181,"080 22907009
+91 9845319888",Jeevan Bhima Nagar,Quick Bites,"Chicken Grill, Rolls, Chicken Roll, Shawarma Roll, Rumali Roti, Paneer Roll, Tandoori Chicken","North Indian, Biryani, Mughlai, Rolls",350
"1083, 12th main, 5th Cross, Indiranagar, Bangalore",Cita Pani,Yes,Yes,3.8,55,080 49653502,Indiranagar,Quick Bites,"Peri Peri Chicken, Shawarma, Biryani, Rolls","Biryani, North Indian, Arabian",350
"297, 100 Feet Road, Indiranagar, Bangalore",Glen's Bakehouse,Yes,No,4.3,5352,"080 41228773
080 41616477",Indiranagar,"Bakery, Cafe","Coffee, Pizza, Cheesecake, Pasta, Potato Salad, Sandwiches, Chicken Pot Pie","Bakery, Cafe, Italian, Desserts",600
"14, Near BSNL Office, 80 feet Road, Jeevan Bhima Nagar, Bangalore",Roll Er Dokaan,Yes,No,3.9,139,+91 9632946070,Jeevan Bhima Nagar,Quick Bites,"Rolls, Paratha, Double Egg Roll","Street Food, Rolls",300
"50, Zatakia Centre, 100 Feet Road, Indiranagar, Bangalore",Stoner,Yes,No,4.4,2699,080 49652129,Indiranagar,Dessert Parlor,"Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava","Ice Cream, Pizza, Beverages",550
"L-9, 10th Main, Sector 11, Jeevan Bhima Nagar Main Road, Opposite NAL Colony, Jeevan Bhima Nagar, Bangalore",No More Hungry,Yes,No,3.3,214,+91 9980100040,Jeevan Bhima Nagar,"Takeaway, Delivery","Thali, Lassi, Litti, Pav Bhaji, Chole Bhature, Aloo Paratha",North Indian,450
"756, Shri Krishna Temple Road, Next to HDFC Bank, Indiranagar, Bangalore",Dhyaana,Yes,No,4.3,156,+91 9900029648,Indiranagar,Cafe,"Paneer Roll, Momos, Corn Bhel, Thali, Chai, Momo Platter, Corn Momo","Cafe, Healthy Food, Fast Food, Beverages",600
"37, 80 Feet Road, HAL, Indiranagar, Bangalore",Frozen Bottle,Yes,No,4.1,174,080 48658502,Indiranagar,Beverage Shop,"Ferrero Rocher, Belgian Chocolate, Brownie, Milk Shake, Cake Jar, Salted Caramel, Chocolate Hazelnut","Beverages, Desserts, Ice Cream",400
"2984, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",Roll Over,Yes,No,4.2,217,+91 7892989820,Indiranagar,Dessert Parlor,"Rolls, Ice Cream Roll, Brownie, Hot Chocolate, Peri Peri Fries, Irish Coffee, Mississippi Mudpie","Ice Cream, Beverages, Fast Food",500
"11, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Cafe Grill,Yes,No,4.1,505,"080 40960522
+91 8553114422",Jeevan Bhima Nagar,Quick Bites,"Shawarma, Rolls, Chicken Grill, Kathi Roll, Chicken Biryani, Paneer Roll, Chicken Shawarama","Chinese, North Indian, Rolls",300
"656, 100 Feet Road, Indiranagar, Bangalore",Taiki,Yes,Yes,4.4,139,080 49652196,Indiranagar,Casual Dining,"Sushi, Ramen, Bibimbap, Salmon, Dumplings, Tempura, Yaki Soba","Asian, Japanese, Korean, Thai, Sushi","1,200"
"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Bombay Brasserie,Yes,No,4.4,1908,"+91 8884400700
080 41471004",Indiranagar,Casual Dining,"Chips, Cocktails, Biryani, Pinacolada, Almond Soup, Mocktails, Kulcha",Modern Indian,"1,800"
"Old Airport Road, Old Airport Road, Bangalore",Ovenstory Pizza,Yes,No,4.0,108,"18002700913
+91 7022275389",Old Airport Road,Delivery,"Pizza, Garlic Bread, Lava Cake",Pizza,800
"410, 7th Cross, Domlur Layout, Domlur, Bangalore",Under The Tree,Yes,No,3.0,64,"080 25351493
+91 9740197320",Domlur,Dessert Parlor,Sandwich,"Desserts, Juices, Fast Food",200
"3047, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",Treat,Yes,No,3.9,553,"080 25253902
080 25282137",Indiranagar,Casual Dining,"Butter Chicken, Rolls, Railway Mutton Curry, Panneer Butter Masala, Chole Bhature, Palak Paneer, Roti","North Indian, Mughlai",800
"Opposite Snap Fitness, 12th Main Road, 4th Cross, HAL 2nd Stage, Indiranagar, Bangalore",Jonah's,Yes,Yes,4.1,1856,"+91 7349671711
+91 7349671712",Indiranagar,"Casual Dining, Bar","Pizza, Cocktails, Pasta, Mushroom Soup, Panna Cotta, Mocktails, Sandwich","Italian, Seafood, American, Continental","1,100"
"494, Star Manor, 8th Cross, Jeevan Bhima Nagar, Bangalore",Bob's Restaurant,Yes,No,4.0,331,"080 41161228
+91 7349084147",Jeevan Bhima Nagar,Quick Bites,"Palak Chicken, Mutton Keema Masala, Sarson Ka Saag, Mushroom Masala, Makkai Roti, Dal Tadka, Palak Paneer","North Indian, Chinese",500
"Sector 11, LIC Housing Colony, 10th Main, Jeevan Bhima Nagar, Bangalore",Hotel Karavali,Yes,No,3.7,264,"+91 9739116199
+91 8197866060",Jeevan Bhima Nagar,Quick Bites,"Sea Food, Fish, Tomato Masala, Murgh Ghee Roast, Neer Dosa, Ghee Roast Mutton, Mutton Sukha","Biryani, North Indian, Mangalorean, Seafood",450
"204, 5th Main, 7th Cross, 1st Stage, Off 100 Feet Road, Indiranagar, Bangalore",Imli,Yes,No,3.8,1850,080 45128802,Indiranagar,Casual Dining,"Potato Fries, Imli, Missi Rotis, Jalebi, Chaat, Shikanji, Ginger Tea","North Indian, Street Food",800
"10th Main, Jeevan Bhima Nagar, Bangalore",Sabari Juice Junction,Yes,No,4.1,132,080 25250089,Jeevan Bhima Nagar,Beverage Shop,"Sandwiches, Fruit Juices, Oreo Shake, Sandwich","Beverages, Sandwich",250
"949, 12th Main, Ground Floor, Off 100 Feet Road, Indiranagar, Bangalore",Mamagoto,Yes,Yes,4.4,2579,"080 40937237
+91 8884498760",Indiranagar,Casual Dining,"Noodles, Chilli Chicken, Cocktails, Spicy Chicken Bangkok Bowl, Tempura Prawns, Pad Thai, Khao Suey","Asian, Thai, Chinese, BBQ, Momos","1,600"
"7, Ground Floor, opposite BESCOM Office, Konenan Agrahara, Old Airport Road, Bangalore",One Chu Restaurant,Yes,No,3.9,327,"+91 9738450792
080 25238800",Old Airport Road,Casual Dining,"Noodles, Momos, Sweet Corn Soup, Egg Fried Rice, Manchurian, Chowmein","Chinese, Momos",600
"314/2, 3rd Main Road, 7th Cross,1st Stage, Domlur, Bangalore",All Shook Up!,Yes,No,3.9,77,"+91 7349535300
+91 9535066411",Domlur,"Dessert Parlor, Beverage Shop","Sandwiches, Mint Oreo Shake, Faluda, Brownie Shake, Cheese Sandwich, Ice-cream Shake, Chicken Sandwich","Desserts, Beverages",300
"3 & 4, Near Star Market, Vignan Nagar Main Road, Kaggadasapura, Bangalore",Grill Hut,Yes,No,3.6,84,"+91 9902972764
+91 7795209904",Kaggadasapura,Quick Bites,"Rolls, Chicken Roll, Chicken Baida Roti","Fast Food, Rolls",350
"40, Near IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",Malabar,Yes,No,3.0,162,"080 25290660
+91 9844505800",Jeevan Bhima Nagar,Quick Bites,"Malabar Fish Curry, Appam, Sea Food, Idiyappam, Fish Fry, Thali, Ghee Rice","Kerala, Seafood, Biryani",400
"1677, 9th Main, 4th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Mood For Food,Yes,No,4.0,151,+91 8217834022,Jeevan Bhima Nagar,Casual Dining,"Tandoori Chicken, Paneer Tikka, Chicken Biryani, Paratha, Butter Chicken","North Indian, Biryani",800
"21, Opposite Syndicate Bank, Kaggadasapura Main Road, CV Raman Nagar, Bangalore",New Tandoor,Yes,No,3.5,293,"080 65749410
080 25244044",CV Raman Nagar,Casual Dining,"Rolls, Butter Naan, Shawarma, Tandoori Chicken, Biryani, Rumali Roti, Sweet Corn Soup","North Indian, Chinese, Mughlai, Rolls",550
"13, Main Road, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Taza Tawa,Yes,No,3.8,170,+91 7090098900,Jeevan Bhima Nagar,Quick Bites,"Chicken Grill, Chicken Shawarama, Shawarma, Tandoori Chicken, Rumali Roti, Rolls, Egg Biryani","North Indian, Chinese, Kebab, Beverages",550
"7/1, G J Complex, 100 Feet Road, Indiranagar, Bangalore",Biggies Burger 'n' More,Yes,No,4.3,195,"+91 9986769000
+91 9986123444",Indiranagar,Cafe,"Burgers, Mojito, Sea Food, Hot Dog, Crab Burger, French Fries, Peri Fries","Cafe, Burger, Fast Food",400
"15, Second Floor, Above R L Computers, 3rd Cross, 10th Main Jeevan Bima Nagar Road, Jeevan Bhima Nagar, Bangalore",Raat Ki Rani,Yes,No,4.3,267,"+91 7406700070
+91 9916272700",Jeevan Bhima Nagar,Delivery,"Paratha, Kheer, Burgers, Ghee Rice, Rolls, Veg Burger, White Sauce Pasta","Fast Food, North Indian",400
"L-5,LIC Quartes,Jeevan Bhima Nagar Main Road, Jeevan Bhima Nagar, Bangalore",Nizaam's Kaati Rolls & Kebabs,Yes,No,3.7,112,"080 25210441
+91 9343661777",Jeevan Bhima Nagar,Quick Bites,"Rolls, Paratha, Chicken Chaap, Kathi Roll, Chicken Egg Roll, Mutton Biryani","Street Food, North Indian, Rolls",450
"3rd Cross, 2nd Stage, Domlur, Bangalore",Venus Biryani,Yes,No,3.1,149,"+91 9060123292
+91 9880349295",Domlur,Quick Bites,Dum Biryani,"Biryani, Chinese",200
"844, Binnamangala, 1st Stage, Near B.D.A Complex, Double Road, Indiranagar, Bangalore",Ibaco,Yes,No,4.0,292,+91 9686388388,Indiranagar,Dessert Parlor,"Icecream Cake, Almond Crunch, Cream Cake, Belgian Chocoholic",Desserts,300
"516, Near ICICI Bank, CMH Road, Indiranagar, Bangalore",Kobe Sizzlers,Yes,Yes,4.1,1503,+91 8050001660,Indiranagar,Casual Dining,"Sizzler Brownie, Ice Tea, Paneer Steak, Momos, Pizza, Sangria, Tomato Soup","American, Continental, Fast Food, Steak","1,500"
"Chowdeswari Temple Street, Byrasandra, CV Raman Nagar, Bangalore",Mother's Meal,Yes,No,3.8,134,+91 9620155240,CV Raman Nagar,Quick Bites,"Sweet Lassi, Thali, Kadhai Paneer, Kadhi, Aloo Paratha, Paneer Bhurji, Chole",North Indian,200
"89, Near BDA Complex, 11th Cross, 60 Feet Road, Off Double Road, Indiranagar, Bangalore",The Yogisthaan Cafe,Yes,No,4.2,1216,"+91 8040914888
+91 7411400888",Indiranagar,Cafe,"Salads, Sandwich, Pasta, Tea, Hot Chocolate, Paella, Banana Smoothie","Cafe, Healthy Food, Salad, Beverages",600
"332, Double Road, Indiranagar, Bangalore",Peace Restaurant,Yes,No,2.7,125,080 43714742,Indiranagar,Quick Bites,"Momos, Thukpa, Butter Tea","Chinese, Tibetan, North Indian",500
"1, 2nd & 3rd Floor, Maruthi Sankeerna, BEML Circle, New, Thippasandra, Bangalore",Red Chilliez,Yes,No,3.5,217,"+91 9164666000
+91 9844679117",Thippasandra,Casual Dining,"Neer Dosa, Butter Naan, Chicken Curry, Butter Chicken, Panneer Butter Masala, Dal Tadka, Biryani","North Indian, Chinese, Seafood, Mangalorean",650
"298, 6th Main, Opposite Iris Apartment, 2nd Stage, Indiranagar, Bangalore",GMT - Gelateria Montecatini Terme,Yes,No,4.4,282,"+91 7406210205
+91 7619440425",Indiranagar,Dessert Parlor,"Gelato Ice Cream, Chocolate Icecreams, Tiramisu, Coffee, Italian Icecream, Caramel Ice Cream, Waffle Cone","Desserts, Ice Cream",300
"462, Sree Krishna Temple Road, Off 100 Feet Road, Indiranagar, Bangalore",Srinathji's,Yes,Yes,3.6,598,"080 41126155
+91 8197708800",Indiranagar,Casual Dining,"Palak Khichdi, Hyderabadi Biryani, Seekh Kebab, Chole, Naan, Chaat, Fries","Street Food, Chinese, Italian, North Indian",800
"33/4, Narayanamma Garden, 8th Cross, Konen Agrahara, Murugeshpalya, Old Airport Road, Bangalore",Le Gateau - The Cake Shop,Yes,No,4.4,542,"+91 7760361067
+91 9902616687",Old Airport Road,Delivery,"Cup Cake, Fruit Gateau, Sponge Cake, Mango Cake, Eggless Cake, Chocolate Truffle Cake, Cheesecake","Desserts, Bakery",600
"93/1, 3rd Cross, Annayappa Garden, Opposite BJP MLA Office, HAL 3rd Stage, New Thippasandra, Bangalore",Gooey & Fluffy,Yes,No,3.9,90,"+91 7338091095
+91 8147759894",Thippasandra,Delivery,Salted Caramel Brownie,"Desserts, Bakery",200
"46, Opposite BSNL Office, 80 Feet Road, Indiranagar, Bangalore",Tayabbs,Yes,No,4.0,739,+91 7829811234,Indiranagar,Quick Bites,"Rolls, Beda Roti, Chicken Malai Roll, Paneer Roll, Peri Peri Chicken, Mutton Baida Roti, Chicken Beda","Rolls, North Indian, Fast Food",500
"12, CMH Road, Indiranagar, Bangalore",A2B - Adyar Ananda Bhavan,Yes,No,3.0,570,"18001036363
+91 7338816655",Indiranagar,Casual Dining,"Pav Bhaji, Filter Coffee, Onion Dosa, Mysore Pak, Vada, Filter Kaapi, Rava Dosa","South Indian, North Indian, Chinese, Street Food, Fast Food",400
"2148, 17th Main, 2nd Cross, HAL 2nd Stage, Near 100 Feet Road, Indiranagar, Bangalore",Sethji Home Made Food,Yes,No,3.5,229,+91 8025256189,Indiranagar,Quick Bites,"Paratha, Gulab Jamun, Sweet Lassi, Paneer Bhurji, Chaach, Paneer Parantha, Raita",North Indian,350
"1, Medison Complex, Near Leela Palace, Kodihalli, Old Airport Road, Bangalore",Rahhams,Yes,No,2.8,420,"080 25268700
080 25269700",Old Airport Road,Casual Dining,"Mutton Biryani, Pahari Chicken, Chicken Biryani, Mutton Chops, Mutton Roganjosh, Shawarma, Raita","Mughlai, North Indian, Chinese",700
"Pyramid Food Court, Embassy Golf Links, Domlur, Bangalore",The Ganache Factory,Yes,No,4.1,42,+91 9632259860,Domlur,"Dessert Parlor, Bakery","Cheesecake, Key Lime Pie","Desserts, Bakery",400
"12th Main, HAL 2nd Stage, ESI To Domlur, Service Road, Indiranagar, Bangalore",Kitchen of Joy,Yes,No,4.2,580,+91 9900962765,Indiranagar,Quick Bites,"Rolls, Egg Roll, Chai, Ginger Tea, Biryani, Rasgulla, Luchi","Fast Food, Bengali, Rolls",400
"38, 1st Floor, Opposite Indian Oil Petrol Pump, 10th Main, Jeevan Bhima Nagar, Bangalore",Bekal,Yes,No,4.0,282,"080 25275891
+91 9739067955",Jeevan Bhima Nagar,Casual Dining,"Prawn Ghee Roast, Fish, Beef Fry, Neer Dosa, Appam, Chicken Stew, Sol Kadhi","Kerala, Mangalorean, Seafood",700
"172/A, 1st Main Road, 2nd Cross,Domlur, 2nd Stage, Indiranagar, Bangalore",Singh Saab,Yes,No,3.7,244,"+91 9686193958
+91 9686193957",Indiranagar,Casual Dining,"Butter Chicken, Chaach, Paratha, Tandoori Chicken, Biryani, Lassi, Dal Makhani","North Indian, Chinese, Mughlai",800
"83/4,13th, Main Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",Shaap,Yes,No,4.0,241,080 49598061,Indiranagar,Casual Dining,"Buttermilk, Fish Curry, Biryani, Beef Fry, Pazham Pori, Chicken Malabari, Chicken Curry","Kerala, Seafood",500
"J B Nagar Main Road, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Laddoos,Yes,No,2.9,228,080 41518859,Jeevan Bhima Nagar,"Quick Bites, Dessert Parlor","Paratha, Panipuri, Puri Sabzi, Rasgulla, Rasmalai, Pav Bhaji, Samosa Chaat","North Indian, Street Food, Mithai",250
"Total Mall, Old Airport Road, Bangalore",McDonald's,Yes,No,3.0,167,"+91 8928304081
+91 9620206961",Old Airport Road,Quick Bites,French Fries,"Burger, Fast Food",500
"7, 2nd Stage, CMH Road, Indiranagar, Bangalore",Kanti Sweets,Yes,No,4.0,125,"080 41159163
080 22960604",Indiranagar,"Dessert Parlor, Quick Bites","Rasmalai, Gulab Jamun, Pav Bhaji, Chaat, Sev Puri, Kaju Katli","Mithai, Street Food",400
"46, 9th Main Road, 80 Feet Road, HAL 3rd Stage, Indiranagar, Bangalore",Wangs Kitchen,Yes,No,2.5,56,"080 39253925
+91 8970783736",Indiranagar,"Takeaway, Delivery","Wonton, American Chopsuey",Chinese,700
"Plot 607, 1st Floor, Trifecta Douillet, 12th Main Road, HAL II Stage, Indiranagar, Bangalore",Copper Chimney,Yes,Yes,4.2,97,080 49652172,Indiranagar,Casual Dining,"Chura Paratha, Mocktails, Phirni, Shikanji, Soan Papdi","North Indian, Biryani","1,200"
"Location Varies, 17, 5th Main Road, NAL Colony, Jeevan Bhima Nagar, Bangalore",S.W.A.T Food Truck,Yes,No,3.7,217,+91 9739725171,East Bangalore,Food Truck,"Burgers, Nachos, Fries, Peri Peri Prawn, Fish, Virgin Mojito, Chips","American, Fast Food",450
"3rd Cross, Church Road, HAL Road, Murugeshpalya, Old Airport Road, Bangalore",Juicy,Yes,No,3.8,80,"+91 8197579190
+91 7676091548",Old Airport Road,Beverage Shop,"Sandwiches, Chicken Sandwich, Faluda, Egg Sandwich, Salads, Fruit Salad","Beverages, Juices, Fast Food",200
"3523,14th A Main, Hal 2nd Stage, Indiranagar, Bangalore",Shake It Off,Yes,No,4.2,164,"+91 8138099006
+91 7829054321",Indiranagar,Quick Bites,"Momos, Thick Shakes, Peri Peri Fries, Burgers, Hot Chocolate, Sandwich, Virgin Mojito","Beverages, Fast Food",600
"1647/1, 2nd Floor, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Kaayal,Yes,No,3.2,254,"080 25205578
+91 9886589412",Jeevan Bhima Nagar,Casual Dining,"Appam, Fish Curry, Buttermilk, Chicken Stew, Kadala Curry, Kerala Parotta, Roast Beef","Kerala, Chinese",500
"322, Shalini Complex, CMH Road, Indiranagar, Bangalore",Kartik's Mithai Shoppe,Yes,No,4.1,112,080 41264166,Indiranagar,"Quick Bites, Sweet Shop","Chaat, Panipuri, Chole Bhature, Rasmalai, Chhole Bhature, Sev Puri, Samosa","Mithai, Street Food",150
